"from","to","strength"
"Frontal_R_t_1","Thalamus_R_t_1",0.42
"Frontal_R_t_1","Vermis_t_0",0.01
"Frontal_R_t_1","Vermis_t_1",0.43
"Insula_L_t_0","BasalGanglia_L_t_0",0.84
"Insula_L_t_0","BasalGanglia_R_t_0",0.97
"Insula_L_t_0","Cerebellum_L_t_0",0.51
"Insula_L_t_0","Cerebellum_R_t_0",0.56
"Insula_L_t_0","Cingulate_L_t_0",0.08
"Insula_L_t_0","Cingulate_R_t_0",0.12
"Insula_L_t_0","DVARS_t_0",0.03
"Insula_L_t_0","Frontal_L_t_0",0.63
"Insula_L_t_0","Frontal_Orb_L_t_0",0.63
"Insula_L_t_0","Frontal_Orb_R_t_0",0.53
"Insula_L_t_0","Frontal_R_t_0",0.57
"Insula_L_t_0","Insula_R_t_0",0.61
"Insula_L_t_0","Limbic_L_t_0",0.87
"Insula_L_t_0","Limbic_R_t_0",0.79
"Insula_L_t_0","Motor_L_t_0",0.08
"Insula_L_t_0","Motor_R_t_0",0.69
"Insula_L_t_0","Occipital_L_t_0",0.44
"Insula_L_t_0","Occipital_R_t_0",0.49
"Insula_L_t_0","Parietal_L_t_0",0.4
"Insula_L_t_0","Parietal_R_t_0",0.57
"Insula_L_t_0","Temporal_L_t_0",0.87
"Insula_L_t_0","Temporal_R_t_0",0.66
"Insula_L_t_0","Thalamus_L_t_0",0.48
"Insula_L_t_0","Thalamus_R_t_0",0.69
"Insula_L_t_0","Vermis_t_0",0.6
"Insula_L_t_1","BasalGanglia_L_t_0",0.24
"Insula_L_t_1","BasalGanglia_L_t_1",0.84
"Insula_L_t_1","BasalGanglia_R_t_0",0.07
"Insula_L_t_1","BasalGanglia_R_t_1",0.97
"Insula_L_t_1","Cerebellum_L_t_1",0.51
"Insula_L_t_1","Cerebellum_R_t_0",0.01
"Insula_L_t_1","Cerebellum_R_t_1",0.56
"Insula_L_t_1","Cingulate_L_t_0",0.04
"Insula_L_t_1","Cingulate_L_t_1",0.08
"Insula_L_t_1","Cingulate_R_t_0",0.02
"Insula_L_t_1","Cingulate_R_t_1",0.12
"Insula_L_t_1","DVARS_t_1",0.03
"Insula_L_t_1","Frontal_L_t_0",0.01
"Insula_L_t_1","Frontal_L_t_1",0.63
"Insula_L_t_1","Frontal_Orb_L_t_1",0.63
"Insula_L_t_1","Frontal_Orb_R_t_1",0.53
"Insula_L_t_1","Frontal_R_t_0",0.02
"Insula_L_t_1","Frontal_R_t_1",0.57
"Insula_L_t_1","Insula_L_t_0",0.95
"Insula_L_t_1","Insula_R_t_0",0.02
"Insula_L_t_1","Insula_R_t_1",0.61
"Insula_L_t_1","Limbic_L_t_1",0.87
"Insula_L_t_1","Limbic_R_t_1",0.79
"Insula_L_t_1","Motor_L_t_0",0.01
"Insula_L_t_1","Motor_L_t_1",0.08
"Insula_L_t_1","Motor_R_t_0",0.01
"Insula_L_t_1","Motor_R_t_1",0.69
"Insula_L_t_1","Occipital_L_t_1",0.44
"Insula_L_t_1","Occipital_R_t_1",0.49
"Insula_L_t_1","Parietal_L_t_0",0.01
"Insula_L_t_1","Parietal_L_t_1",0.4
"Insula_L_t_1","Parietal_R_t_0",0.06
"Insula_L_t_1","Parietal_R_t_1",0.57
"Insula_L_t_1","Temporal_L_t_0",0.01
"Insula_L_t_1","Temporal_L_t_1",0.87
"Insula_L_t_1","Temporal_R_t_1",0.66
"Insula_L_t_1","Thalamus_L_t_0",0.03
"Insula_L_t_1","Thalamus_L_t_1",0.48
"Insula_L_t_1","Thalamus_R_t_0",0.01
"Insula_L_t_1","Thalamus_R_t_1",0.69
"Insula_L_t_1","Vermis_t_1",0.6
"Insula_R_t_0","BasalGanglia_L_t_0",0.5
"Insula_R_t_0","BasalGanglia_R_t_0",0.84
"Insula_R_t_0","Cerebellum_L_t_0",0.58
"Insula_R_t_0","Cerebellum_R_t_0",0.55
"Insula_R_t_0","Cingulate_R_t_0",0.03
"Insula_R_t_0","DVARS_t_0",0.01
"Insula_R_t_0","Frontal_L_t_0",0.47
"Insula_R_t_0","Frontal_Orb_L_t_0",0.42
"Insula_R_t_0","Frontal_Orb_R_t_0",0.57
"Insula_R_t_0","Frontal_R_t_0",0.68
"Insula_R_t_0","Insula_L_t_0",0.34
"Insula_R_t_0","Limbic_L_t_0",0.65
"Insula_R_t_0","Limbic_R_t_0",0.75
"Insula_R_t_0","Motor_L_t_0",0.01
"Insula_R_t_0","Motor_R_t_0",0.47
"Insula_R_t_0","Occipital_L_t_0",0.34
"Insula_R_t_0","Occipital_R_t_0",0.47
"Insula_R_t_0","Parietal_L_t_0",0.24
"Insula_R_t_0","Parietal_R_t_0",0.52
"Insula_R_t_0","Temporal_L_t_0",0.55
"Insula_R_t_0","Temporal_R_t_0",0.93
"Insula_R_t_0","Thalamus_L_t_0",0.49
"Insula_R_t_0","Thalamus_R_t_0",0.67
"Insula_R_t_0","Vermis_t_0",0.62
"Insula_R_t_1","BasalGanglia_L_t_0",0.01
"Insula_R_t_1","BasalGanglia_L_t_1",0.5
"Insula_R_t_1","BasalGanglia_R_t_0",0.01
"Insula_R_t_1","BasalGanglia_R_t_1",0.84
"Insula_R_t_1","Cerebellum_L_t_1",0.58
"Insula_R_t_1","Cerebellum_R_t_0",0.01
"Insula_R_t_1","Cerebellum_R_t_1",0.55
"Insula_R_t_1","Cingulate_L_t_0",0.01
"Insula_R_t_1","Cingulate_R_t_1",0.03
"Insula_R_t_1","DVARS_t_1",0.01
"Insula_R_t_1","Frontal_L_t_0",0.02
"Insula_R_t_1","Frontal_L_t_1",0.47
"Insula_R_t_1","Frontal_Orb_L_t_1",0.42
"Insula_R_t_1","Frontal_Orb_R_t_1",0.57
"Insula_R_t_1","Frontal_R_t_0",0.01
"Insula_R_t_1","Frontal_R_t_1",0.68
"Insula_R_t_1","Insula_L_t_0",0.02
"Insula_R_t_1","Insula_L_t_1",0.34
"Insula_R_t_1","Insula_R_t_0",0.79
"Insula_R_t_1","Limbic_L_t_1",0.65
"Insula_R_t_1","Limbic_R_t_1",0.75
"Insula_R_t_1","Motor_L_t_0",0.01
"Insula_R_t_1","Motor_L_t_1",0.01
"Insula_R_t_1","Motor_R_t_1",0.47
"Insula_R_t_1","Occipital_L_t_1",0.34
"Insula_R_t_1","Occipital_R_t_1",0.47
"Insula_R_t_1","Parietal_L_t_1",0.24
"Insula_R_t_1","Parietal_R_t_0",0.04
"Insula_R_t_1","Parietal_R_t_1",0.52
"Insula_R_t_1","Temporal_L_t_1",0.55
"Insula_R_t_1","Temporal_R_t_1",0.93
"Insula_R_t_1","Thalamus_L_t_0",0.01
"Insula_R_t_1","Thalamus_L_t_1",0.49
"Insula_R_t_1","Thalamus_R_t_0",0.04
"Insula_R_t_1","Thalamus_R_t_1",0.67
"Insula_R_t_1","Vermis_t_1",0.62
"Limbic_L_t_0","BasalGanglia_L_t_0",0.39
"Limbic_L_t_0","BasalGanglia_R_t_0",0.6
"Limbic_L_t_0","Cerebellum_L_t_0",0.42
"Limbic_L_t_0","Cerebellum_R_t_0",0.44
"Limbic_L_t_0","Cingulate_L_t_0",0.02
"Limbic_L_t_0","Cingulate_R_t_0",0.03
"Limbic_L_t_0","DVARS_t_0",0.01
"Limbic_L_t_0","Frontal_L_t_0",0.28
"Limbic_L_t_0","Frontal_Orb_L_t_0",0.37
"Limbic_L_t_0","Frontal_Orb_R_t_0",0.68
"Limbic_L_t_0","Frontal_R_t_0",0.49
"Limbic_L_t_0","Insula_L_t_0",0.04
"Limbic_L_t_0","Insula_R_t_0",0.28
"Limbic_L_t_0","Limbic_R_t_0",0.68
"Limbic_L_t_0","Motor_L_t_0",0.02
"Limbic_L_t_0","Motor_R_t_0",0.25
"Limbic_L_t_0","Occipital_L_t_0",0.23
"Limbic_L_t_0","Occipital_R_t_0",0.33
"Limbic_L_t_0","Parietal_L_t_0",0.21
"Limbic_L_t_0","Parietal_R_t_0",0.49
"Limbic_L_t_0","Temporal_L_t_0",0.06
"Limbic_L_t_0","Temporal_R_t_0",0.38
"Limbic_L_t_0","Thalamus_L_t_0",0.24
"Limbic_L_t_0","Thalamus_R_t_0",0.5
"Limbic_L_t_0","Vermis_t_0",0.38
"Limbic_L_t_1","BasalGanglia_L_t_0",0.07
"Limbic_L_t_1","BasalGanglia_L_t_1",0.39
"Limbic_L_t_1","BasalGanglia_R_t_0",0.01
"Limbic_L_t_1","BasalGanglia_R_t_1",0.6
"Limbic_L_t_1","Cerebellum_L_t_1",0.42
"Limbic_L_t_1","Cerebellum_R_t_1",0.44
"Limbic_L_t_1","Cingulate_L_t_1",0.02
"Limbic_L_t_1","Cingulate_R_t_0",0.01
"Limbic_L_t_1","Cingulate_R_t_1",0.03
"Limbic_L_t_1","DVARS_t_1",0.01
"Limbic_L_t_1","Frontal_L_t_1",0.28
"Limbic_L_t_1","Frontal_Orb_L_t_1",0.37
"Limbic_L_t_1","Frontal_Orb_R_t_1",0.68
"Limbic_L_t_1","Frontal_R_t_1",0.49
"Limbic_L_t_1","Insula_L_t_0",0.01
"Limbic_L_t_1","Insula_L_t_1",0.04
"Limbic_L_t_1","Insula_R_t_0",0.01
"Limbic_L_t_1","Insula_R_t_1",0.28
"Limbic_L_t_1","Limbic_L_t_0",1
"Limbic_L_t_1","Limbic_R_t_1",0.68
"Limbic_L_t_1","Motor_L_t_1",0.02
"Limbic_L_t_1","Motor_R_t_1",0.25
"Limbic_L_t_1","Occipital_L_t_1",0.23
"Limbic_L_t_1","Occipital_R_t_1",0.33
"Limbic_L_t_1","Parietal_L_t_0",0.02
"Limbic_L_t_1","Parietal_L_t_1",0.21
"Limbic_L_t_1","Parietal_R_t_0",0.02
"Limbic_L_t_1","Parietal_R_t_1",0.49
"Limbic_L_t_1","Temporal_L_t_0",0.01
"Limbic_L_t_1","Temporal_L_t_1",0.06
"Limbic_L_t_1","Temporal_R_t_1",0.38
"Limbic_L_t_1","Thalamus_L_t_0",0.02
"Limbic_L_t_1","Thalamus_L_t_1",0.24
"Limbic_L_t_1","Thalamus_R_t_0",0.01
"Limbic_L_t_1","Thalamus_R_t_1",0.5
"Limbic_L_t_1","Vermis_t_1",0.38
"Limbic_R_t_0","BasalGanglia_L_t_0",0.29
"Limbic_R_t_0","BasalGanglia_R_t_0",0.53
"Limbic_R_t_0","Cerebellum_L_t_0",0.34
"Limbic_R_t_0","Cerebellum_R_t_0",0.4
"Limbic_R_t_0","Cingulate_L_t_0",0.02
"Limbic_R_t_0","Cingulate_R_t_0",0.02
"Limbic_R_t_0","DVARS_t_0",0.01
"Limbic_R_t_0","Frontal_L_t_0",0.25
"Limbic_R_t_0","Frontal_Orb_L_t_0",0.28
"Limbic_R_t_0","Frontal_Orb_R_t_0",0.46
"Limbic_R_t_0","Frontal_R_t_0",0.48
"Limbic_R_t_0","Insula_L_t_0",0.08
"Limbic_R_t_0","Insula_R_t_0",0.23
"Limbic_R_t_0","Limbic_L_t_0",0.32
"Limbic_R_t_0","Motor_R_t_0",0.22
"Limbic_R_t_0","Occipital_L_t_0",0.13
"Limbic_R_t_0","Occipital_R_t_0",0.19
"Limbic_R_t_0","Parietal_L_t_0",0.18
"Limbic_R_t_0","Parietal_R_t_0",0.31
"Limbic_R_t_0","Temporal_L_t_0",0.21
"Limbic_R_t_0","Temporal_R_t_0",0.31
"Limbic_R_t_0","Thalamus_L_t_0",0.32
"Limbic_R_t_0","Thalamus_R_t_0",0.57
"Limbic_R_t_0","Vermis_t_0",0.46
"Limbic_R_t_1","BasalGanglia_L_t_0",0.01
"Limbic_R_t_1","BasalGanglia_L_t_1",0.29
"Limbic_R_t_1","BasalGanglia_R_t_0",0.01
"Limbic_R_t_1","BasalGanglia_R_t_1",0.53
"Limbic_R_t_1","Cerebellum_L_t_1",0.34
"Limbic_R_t_1","Cerebellum_R_t_1",0.4
"Limbic_R_t_1","Cingulate_L_t_0",0.01
"Limbic_R_t_1","Cingulate_L_t_1",0.02
"Limbic_R_t_1","Cingulate_R_t_0",0.01
"Limbic_R_t_1","Cingulate_R_t_1",0.02
"Limbic_R_t_1","DVARS_t_1",0.01
"Limbic_R_t_1","Frontal_L_t_1",0.25
"Limbic_R_t_1","Frontal_Orb_L_t_1",0.28
"Limbic_R_t_1","Frontal_Orb_R_t_1",0.46
"Limbic_R_t_1","Frontal_R_t_0",0.01
"Limbic_R_t_1","Frontal_R_t_1",0.48
"Limbic_R_t_1","Insula_L_t_1",0.08
"Limbic_R_t_1","Insula_R_t_1",0.23
"Limbic_R_t_1","Limbic_L_t_1",0.32
"Limbic_R_t_1","Limbic_R_t_0",1
"Limbic_R_t_1","Motor_R_t_1",0.22
"Limbic_R_t_1","Occipital_L_t_1",0.13
"Limbic_R_t_1","Occipital_R_t_1",0.19
"Limbic_R_t_1","Parietal_L_t_0",0.03
"Limbic_R_t_1","Parietal_L_t_1",0.18
"Limbic_R_t_1","Parietal_R_t_0",0.01
"Limbic_R_t_1","Parietal_R_t_1",0.31
"Limbic_R_t_1","Temporal_L_t_1",0.21
"Limbic_R_t_1","Temporal_R_t_1",0.31
"Limbic_R_t_1","Thalamus_L_t_0",0.02
"Limbic_R_t_1","Thalamus_L_t_1",0.32
"Limbic_R_t_1","Thalamus_R_t_0",0.07
"Limbic_R_t_1","Thalamus_R_t_1",0.57
"Limbic_R_t_1","Vermis_t_1",0.46
"Motor_L_t_0","BasalGanglia_L_t_0",0.79
"Motor_L_t_0","BasalGanglia_R_t_0",0.84
"Motor_L_t_0","Cerebellum_L_t_0",0.76
"Motor_L_t_0","Cerebellum_R_t_0",0.75
"Motor_L_t_0","Cingulate_L_t_0",0.92
"Motor_L_t_0","Cingulate_R_t_0",0.82
"Motor_L_t_0","DVARS_t_0",0.04
"Motor_L_t_0","Frontal_L_t_0",0.75
"Motor_L_t_0","Frontal_Orb_L_t_0",0.69
"Motor_L_t_0","Frontal_Orb_R_t_0",0.65
"Motor_L_t_0","Frontal_R_t_0",0.72
"Motor_L_t_0","Insula_L_t_0",0.78
"Motor_L_t_0","Insula_R_t_0",0.93
"Motor_L_t_0","Limbic_L_t_0",0.94
"Motor_L_t_0","Limbic_R_t_0",0.83
"Motor_L_t_0","Motor_R_t_0",1
"Motor_L_t_0","Occipital_L_t_0",0.91
"Motor_L_t_0","Occipital_R_t_0",0.85
"Motor_L_t_0","Parietal_L_t_0",0.99
"Motor_L_t_0","Parietal_R_t_0",0.89
"Motor_L_t_0","Temporal_L_t_0",0.7
"Motor_L_t_0","Temporal_R_t_0",0.74
"Motor_L_t_0","Thalamus_L_t_0",0.77
"Motor_L_t_0","Thalamus_R_t_0",0.76
"Motor_L_t_0","Vermis_t_0",0.83
"Motor_L_t_1","BasalGanglia_L_t_0",0.01
"Motor_L_t_1","BasalGanglia_L_t_1",0.79
"Motor_L_t_1","BasalGanglia_R_t_0",0.02
"Motor_L_t_1","BasalGanglia_R_t_1",0.84
"Motor_L_t_1","Cerebellum_L_t_1",0.76
"Motor_L_t_1","Cerebellum_R_t_1",0.75
"Motor_L_t_1","Cingulate_L_t_0",0.05
"Motor_L_t_1","Cingulate_L_t_1",0.92
"Motor_L_t_1","Cingulate_R_t_0",0.07
"Motor_L_t_1","Cingulate_R_t_1",0.82
"Motor_L_t_1","DVARS_t_1",0.04
"Motor_L_t_1","Frontal_L_t_0",0.01
"Motor_L_t_1","Frontal_L_t_1",0.75
"Motor_L_t_1","Frontal_Orb_L_t_1",0.69
"Motor_L_t_1","Frontal_Orb_R_t_1",0.65
"Motor_L_t_1","Frontal_R_t_1",0.72
"Motor_L_t_1","Insula_L_t_1",0.78
"Motor_L_t_1","Insula_R_t_0",0.02
"Motor_L_t_1","Insula_R_t_1",0.93
"Motor_L_t_1","Limbic_L_t_1",0.94
"Motor_L_t_1","Limbic_R_t_1",0.83
"Motor_L_t_1","Motor_L_t_0",0.64
"Motor_L_t_1","Motor_R_t_0",0.03
"Motor_L_t_1","Motor_R_t_1",1
"Motor_L_t_1","Occipital_L_t_1",0.91
"Motor_L_t_1","Occipital_R_t_1",0.85
"Motor_L_t_1","Parietal_L_t_0",0.01
"Motor_L_t_1","Parietal_L_t_1",0.99
"Motor_L_t_1","Parietal_R_t_0",0.03
"Motor_L_t_1","Parietal_R_t_1",0.89
"Motor_L_t_1","Temporal_L_t_1",0.7
"Motor_L_t_1","Temporal_R_t_1",0.74
"Motor_L_t_1","Thalamus_L_t_0",0.05
"Motor_L_t_1","Thalamus_L_t_1",0.77
"Motor_L_t_1","Thalamus_R_t_0",0.04
"Motor_L_t_1","Thalamus_R_t_1",0.76
"Motor_L_t_1","Vermis_t_1",0.83
"Motor_R_t_0","BasalGanglia_L_t_0",0.56
"Motor_R_t_0","BasalGanglia_R_t_0",0.71
"Motor_R_t_0","Cerebellum_L_t_0",0.51
"Motor_R_t_0","Cerebellum_R_t_0",0.56
"Motor_R_t_0","Cingulate_L_t_0",0.12
"Motor_R_t_0","Cingulate_R_t_0",0.15
"Motor_R_t_0","DVARS_t_0",0.02
"Motor_R_t_0","Frontal_L_t_0",0.42
"Motor_R_t_0","Frontal_Orb_L_t_0",0.52
"Motor_R_t_0","Frontal_Orb_R_t_0",0.43
"Motor_R_t_0","Frontal_R_t_0",0.57
"Motor_R_t_0","Insula_L_t_0",0.31
"Motor_R_t_0","Insula_R_t_0",0.52
"Motor_R_t_0","Limbic_L_t_0",0.59
"Motor_R_t_0","Limbic_R_t_0",0.72
"Motor_R_t_0","Occipital_L_t_0",0.37
"Motor_R_t_0","Occipital_R_t_0",0.5
"Motor_R_t_0","Parietal_L_t_0",0.4
"Motor_R_t_0","Parietal_R_t_0",0.89
"Motor_R_t_0","Temporal_L_t_0",0.44
"Motor_R_t_0","Temporal_R_t_0",0.6
"Motor_R_t_0","Thalamus_L_t_0",0.4
"Motor_R_t_0","Thalamus_R_t_0",0.63
"Motor_R_t_0","Vermis_t_0",0.64
"Motor_R_t_1","BasalGanglia_L_t_0",0.01
"Motor_R_t_1","BasalGanglia_L_t_1",0.56
"Motor_R_t_1","BasalGanglia_R_t_1",0.71
"Motor_R_t_1","Cerebellum_L_t_1",0.51
"Motor_R_t_1","Cerebellum_R_t_1",0.56
"Motor_R_t_1","Cingulate_L_t_1",0.12
"Motor_R_t_1","Cingulate_R_t_0",0.03
"Motor_R_t_1","Cingulate_R_t_1",0.15
"Motor_R_t_1","DVARS_t_1",0.02
"Motor_R_t_1","Frontal_L_t_0",0.01
"Motor_R_t_1","Frontal_L_t_1",0.42
"Motor_R_t_1","Frontal_Orb_L_t_1",0.52
"Motor_R_t_1","Frontal_Orb_R_t_0",0.01
"Motor_R_t_1","Frontal_Orb_R_t_1",0.43
"Motor_R_t_1","Frontal_R_t_0",0.01
"Motor_R_t_1","Frontal_R_t_1",0.57
"Motor_R_t_1","Insula_L_t_1",0.31
"Motor_R_t_1","Insula_R_t_0",0.01
"Motor_R_t_1","Insula_R_t_1",0.52
"Motor_R_t_1","Limbic_L_t_1",0.59
"Motor_R_t_1","Limbic_R_t_1",0.72
"Motor_R_t_1","Motor_L_t_0",0.07
"Motor_R_t_1","Motor_R_t_0",0.98
"Motor_R_t_1","Occipital_L_t_1",0.37
"Motor_R_t_1","Occipital_R_t_1",0.5
"Motor_R_t_1","Parietal_L_t_0",0.02
"Motor_R_t_1","Parietal_L_t_1",0.4
"Motor_R_t_1","Parietal_R_t_0",0.13
"Motor_R_t_1","Parietal_R_t_1",0.89
"Motor_R_t_1","Temporal_L_t_1",0.44
"Motor_R_t_1","Temporal_R_t_1",0.6
"Motor_R_t_1","Thalamus_L_t_0",0.03
"Motor_R_t_1","Thalamus_L_t_1",0.4
"Motor_R_t_1","Thalamus_R_t_0",0.01
"Motor_R_t_1","Thalamus_R_t_1",0.63
"Motor_R_t_1","Vermis_t_1",0.64
"Occipital_L_t_0","BasalGanglia_L_t_0",0.45
"Occipital_L_t_0","BasalGanglia_R_t_0",0.6
"Occipital_L_t_0","Cerebellum_L_t_0",0.74
"Occipital_L_t_0","Cerebellum_R_t_0",0.62
"Occipital_L_t_0","Cingulate_L_t_0",0.23
"Occipital_L_t_0","Cingulate_R_t_0",0.27
"Occipital_L_t_0","DVARS_t_0",0.06
"Occipital_L_t_0","Frontal_L_t_0",0.36
"Occipital_L_t_0","Frontal_Orb_L_t_0",0.46
"Occipital_L_t_0","Frontal_Orb_R_t_0",0.57
"Occipital_L_t_0","Frontal_R_t_0",0.6
"Occipital_L_t_0","Insula_L_t_0",0.43
"Occipital_L_t_0","Insula_R_t_0",0.4
"Occipital_L_t_0","Limbic_L_t_0",0.58
"Occipital_L_t_0","Limbic_R_t_0",0.67
"Occipital_L_t_0","Motor_L_t_0",0.04
"Occipital_L_t_0","Motor_R_t_0",0.49
"Occipital_L_t_0","Occipital_R_t_0",0.99
"Occipital_L_t_0","Parietal_L_t_0",0.35
"Occipital_L_t_0","Parietal_R_t_0",0.7
"Occipital_L_t_0","Temporal_L_t_0",0.54
"Occipital_L_t_0","Temporal_R_t_0",0.54
"Occipital_L_t_0","Thalamus_L_t_0",0.53
"Occipital_L_t_0","Thalamus_R_t_0",0.57
"Occipital_L_t_0","Vermis_t_0",0.7
"Occipital_L_t_1","BasalGanglia_L_t_1",0.45
"Occipital_L_t_1","BasalGanglia_R_t_0",0.01
"Occipital_L_t_1","BasalGanglia_R_t_1",0.6
"Occipital_L_t_1","Cerebellum_L_t_0",0.02
"Occipital_L_t_1","Cerebellum_L_t_1",0.74
"Occipital_L_t_1","Cerebellum_R_t_0",0.01
"Occipital_L_t_1","Cerebellum_R_t_1",0.62
"Occipital_L_t_1","Cingulate_L_t_1",0.23
"Occipital_L_t_1","Cingulate_R_t_1",0.27
"Occipital_L_t_1","DVARS_t_1",0.06
"Occipital_L_t_1","Frontal_L_t_1",0.36
"Occipital_L_t_1","Frontal_Orb_L_t_1",0.46
"Occipital_L_t_1","Frontal_Orb_R_t_1",0.57
"Occipital_L_t_1","Frontal_R_t_1",0.6
"Occipital_L_t_1","Insula_L_t_1",0.43
"Occipital_L_t_1","Insula_R_t_1",0.4
"Occipital_L_t_1","Limbic_L_t_1",0.58
"Occipital_L_t_1","Limbic_R_t_1",0.67
"Occipital_L_t_1","Motor_L_t_1",0.04
"Occipital_L_t_1","Motor_R_t_1",0.49
"Occipital_L_t_1","Occipital_L_t_0",0.98
"Occipital_L_t_1","Occipital_R_t_1",0.99
"Occipital_L_t_1","Parietal_L_t_0",0.02
"Occipital_L_t_1","Parietal_L_t_1",0.35
"Occipital_L_t_1","Parietal_R_t_1",0.7
"Occipital_L_t_1","Temporal_L_t_1",0.54
"Occipital_L_t_1","Temporal_R_t_1",0.54
"Occipital_L_t_1","Thalamus_L_t_0",0.01
"Occipital_L_t_1","Thalamus_L_t_1",0.53
"Occipital_L_t_1","Thalamus_R_t_1",0.57
"Occipital_L_t_1","Vermis_t_1",0.7
"Occipital_R_t_0","BasalGanglia_L_t_0",0.44
"Occipital_R_t_0","BasalGanglia_R_t_0",0.56
"Occipital_R_t_0","Cerebellum_L_t_0",0.6
"Occipital_R_t_0","Cerebellum_R_t_0",0.71
"Occipital_R_t_0","Cingulate_L_t_0",0.19
"Occipital_R_t_0","Cingulate_R_t_0",0.27
"Occipital_R_t_0","DVARS_t_0",0.01
"Occipital_R_t_0","Frontal_L_t_0",0.33
"Occipital_R_t_0","Frontal_Orb_L_t_0",0.37
"Occipital_R_t_0","Frontal_Orb_R_t_0",0.55
"Occipital_R_t_0","Frontal_R_t_0",0.62
"Occipital_R_t_0","Insula_L_t_0",0.34
"Occipital_R_t_0","Insula_R_t_0",0.34
"Occipital_R_t_0","Limbic_L_t_0",0.52
"Occipital_R_t_0","Limbic_R_t_0",0.6
"Occipital_R_t_0","Motor_L_t_0",0.01
"Occipital_R_t_0","Motor_R_t_0",0.43
"Occipital_R_t_0","Occipital_L_t_0",0.01
"Occipital_R_t_0","Parietal_L_t_0",0.19
"Occipital_R_t_0","Parietal_R_t_0",0.65
"Occipital_R_t_0","Temporal_L_t_0",0.48
"Occipital_R_t_0","Temporal_R_t_0",0.55
"Occipital_R_t_0","Thalamus_L_t_0",0.52
"Occipital_R_t_0","Thalamus_R_t_0",0.52
"Occipital_R_t_0","Vermis_t_0",0.57
"Occipital_R_t_1","BasalGanglia_L_t_1",0.44
"Occipital_R_t_1","BasalGanglia_R_t_1",0.56
"Occipital_R_t_1","Cerebellum_L_t_1",0.6
"Occipital_R_t_1","Cerebellum_R_t_1",0.71
"Occipital_R_t_1","Cingulate_L_t_1",0.19
"Occipital_R_t_1","Cingulate_R_t_1",0.27
"Occipital_R_t_1","DVARS_t_1",0.01
"Occipital_R_t_1","Frontal_L_t_1",0.33
"Occipital_R_t_1","Frontal_Orb_L_t_1",0.37
"Occipital_R_t_1","Frontal_Orb_R_t_1",0.55
"Occipital_R_t_1","Frontal_R_t_1",0.62
"Occipital_R_t_1","Insula_L_t_1",0.34
"Occipital_R_t_1","Insula_R_t_1",0.34
"Occipital_R_t_1","Limbic_L_t_1",0.52
"Occipital_R_t_1","Limbic_R_t_1",0.6
"Occipital_R_t_1","Motor_L_t_1",0.01
"Occipital_R_t_1","Motor_R_t_0",0.01
"Occipital_R_t_1","Motor_R_t_1",0.43
"Occipital_R_t_1","Occipital_L_t_0",0.02
"Occipital_R_t_1","Occipital_L_t_1",0.01
"Occipital_R_t_1","Occipital_R_t_0",1
"Occipital_R_t_1","Parietal_L_t_1",0.19
"Occipital_R_t_1","Parietal_R_t_0",0.02
"Occipital_R_t_1","Parietal_R_t_1",0.65
"Occipital_R_t_1","Temporal_L_t_1",0.48
"Occipital_R_t_1","Temporal_R_t_1",0.55
"Occipital_R_t_1","Thalamus_L_t_0",0.01
"Occipital_R_t_1","Thalamus_L_t_1",0.52
"Occipital_R_t_1","Thalamus_R_t_1",0.52
"Occipital_R_t_1","Vermis_t_1",0.57
"Parietal_L_t_0","BasalGanglia_L_t_0",0.56
"Parietal_L_t_0","BasalGanglia_R_t_0",0.6
"Parietal_L_t_0","Cerebellum_L_t_0",0.69
"Parietal_L_t_0","Cerebellum_R_t_0",0.61
"Parietal_L_t_0","Cingulate_L_t_0",0.41
"Parietal_L_t_0","Cingulate_R_t_0",0.38
"Parietal_L_t_0","DVARS_t_0",0.05
"Parietal_L_t_0","Frontal_L_t_0",0.41
"Parietal_L_t_0","Frontal_Orb_L_t_0",0.51
"Parietal_L_t_0","Frontal_Orb_R_t_0",0.63
"Parietal_L_t_0","Frontal_R_t_0",0.71
"Parietal_L_t_0","Insula_L_t_0",0.44
"Parietal_L_t_0","Insula_R_t_0",0.51
"Parietal_L_t_0","Limbic_L_t_0",0.63
"Parietal_L_t_0","Limbic_R_t_0",0.58
"Parietal_L_t_0","Motor_L_t_0",0.01
"Parietal_L_t_0","Motor_R_t_0",0.37
"Parietal_L_t_0","Occipital_L_t_0",0.65
"Parietal_L_t_0","Occipital_R_t_0",0.78
"Parietal_L_t_0","Parietal_R_t_0",0.76
"Parietal_L_t_0","Temporal_L_t_0",0.65
"Parietal_L_t_0","Temporal_R_t_0",0.6
"Parietal_L_t_0","Thalamus_L_t_0",0.51
"Parietal_L_t_0","Thalamus_R_t_0",0.58
"Parietal_L_t_0","Vermis_t_0",0.5
"Parietal_L_t_1","BasalGanglia_L_t_1",0.56
"Parietal_L_t_1","BasalGanglia_R_t_0",0.02
"Parietal_L_t_1","BasalGanglia_R_t_1",0.6
"Parietal_L_t_1","Cerebellum_L_t_1",0.69
"Parietal_L_t_1","Cerebellum_R_t_1",0.61
"Parietal_L_t_1","Cingulate_L_t_0",0.01
"Parietal_L_t_1","Cingulate_L_t_1",0.41
"Parietal_L_t_1","Cingulate_R_t_1",0.38
"Parietal_L_t_1","DVARS_t_1",0.05
"Parietal_L_t_1","Frontal_L_t_1",0.41
