"from","to","strength"
"Limbic_L_t_0","Motor_R_t_0",0.26
"Limbic_L_t_0","Occipital_L_t_0",0.32
"Limbic_L_t_0","Occipital_R_t_0",0.48
"Limbic_L_t_0","Parietal_L_t_0",0.1
"Limbic_L_t_0","Parietal_R_t_0",0.35
"Limbic_L_t_0","Temporal_L_t_0",0.04
"Limbic_L_t_0","Temporal_R_t_0",0.36
"Limbic_L_t_0","Thalamus_L_t_0",0.26
"Limbic_L_t_0","Thalamus_R_t_0",0.44
"Limbic_L_t_0","Vermis_t_0",0.46
"Limbic_L_t_1","BasalGanglia_L_t_0",0.02
"Limbic_L_t_1","BasalGanglia_L_t_1",0.42
"Limbic_L_t_1","BasalGanglia_R_t_1",0.72
"Limbic_L_t_1","Cerebellum_L_t_0",0.01
"Limbic_L_t_1","Cerebellum_L_t_1",0.48
"Limbic_L_t_1","Cerebellum_R_t_1",0.55
"Limbic_L_t_1","Cingulate_L_t_1",0.04
"Limbic_L_t_1","Cingulate_R_t_1",0.07
"Limbic_L_t_1","DVARS_t_1",0.02
"Limbic_L_t_1","Frontal_L_t_1",0.1
"Limbic_L_t_1","Frontal_Orb_L_t_1",0.14
"Limbic_L_t_1","Frontal_Orb_R_t_1",0.48
"Limbic_L_t_1","Frontal_R_t_1",0.44
"Limbic_L_t_1","Insula_L_t_1",0.05
"Limbic_L_t_1","Insula_R_t_1",0.2
"Limbic_L_t_1","Limbic_L_t_0",1
"Limbic_L_t_1","Limbic_R_t_1",0.69
"Limbic_L_t_1","Motor_L_t_0",0.01
"Limbic_L_t_1","Motor_L_t_1",0.03
"Limbic_L_t_1","Motor_R_t_1",0.26
"Limbic_L_t_1","Occipital_L_t_0",0.03
"Limbic_L_t_1","Occipital_L_t_1",0.32
"Limbic_L_t_1","Occipital_R_t_0",0.02
"Limbic_L_t_1","Occipital_R_t_1",0.48
"Limbic_L_t_1","Parietal_L_t_0",0.02
"Limbic_L_t_1","Parietal_L_t_1",0.1
"Limbic_L_t_1","Parietal_R_t_0",0.01
"Limbic_L_t_1","Parietal_R_t_1",0.35
"Limbic_L_t_1","Temporal_L_t_0",0.03
"Limbic_L_t_1","Temporal_L_t_1",0.04
"Limbic_L_t_1","Temporal_R_t_1",0.36
"Limbic_L_t_1","Thalamus_L_t_1",0.26
"Limbic_L_t_1","Thalamus_R_t_0",0.01
"Limbic_L_t_1","Thalamus_R_t_1",0.44
"Limbic_L_t_1","Vermis_t_1",0.46
"Limbic_R_t_0","BasalGanglia_L_t_0",0.35
"Limbic_R_t_0","BasalGanglia_R_t_0",0.69
"Limbic_R_t_0","Cerebellum_L_t_0",0.41
"Limbic_R_t_0","Cerebellum_R_t_0",0.42
"Limbic_R_t_0","Cingulate_L_t_0",0.02
"Limbic_R_t_0","Cingulate_R_t_0",0.05
"Limbic_R_t_0","Frontal_L_t_0",0.05
"Limbic_R_t_0","Frontal_Orb_L_t_0",0.12
"Limbic_R_t_0","Frontal_Orb_R_t_0",0.36
"Limbic_R_t_0","Frontal_R_t_0",0.41
"Limbic_R_t_0","Insula_L_t_0",0.06
"Limbic_R_t_0","Insula_R_t_0",0.16
"Limbic_R_t_0","Limbic_L_t_0",0.31
"Limbic_R_t_0","Motor_L_t_0",0.01
"Limbic_R_t_0","Motor_R_t_0",0.2
"Limbic_R_t_0","Occipital_L_t_0",0.27
"Limbic_R_t_0","Occipital_R_t_0",0.35
"Limbic_R_t_0","Parietal_L_t_0",0.11
"Limbic_R_t_0","Parietal_R_t_0",0.27
"Limbic_R_t_0","Temporal_L_t_0",0.2
"Limbic_R_t_0","Temporal_R_t_0",0.21
"Limbic_R_t_0","Thalamus_L_t_0",0.24
"Limbic_R_t_0","Thalamus_R_t_0",0.62
"Limbic_R_t_0","Vermis_t_0",0.5
"Limbic_R_t_1","BasalGanglia_L_t_1",0.35
"Limbic_R_t_1","BasalGanglia_R_t_1",0.69
"Limbic_R_t_1","Cerebellum_L_t_0",0.02
"Limbic_R_t_1","Cerebellum_L_t_1",0.41
"Limbic_R_t_1","Cerebellum_R_t_1",0.42
"Limbic_R_t_1","Cingulate_L_t_1",0.02
"Limbic_R_t_1","Cingulate_R_t_1",0.05
"Limbic_R_t_1","DVARS_t_0",0.04
"Limbic_R_t_1","Frontal_L_t_1",0.05
"Limbic_R_t_1","Frontal_Orb_L_t_1",0.12
"Limbic_R_t_1","Frontal_Orb_R_t_1",0.36
"Limbic_R_t_1","Frontal_R_t_1",0.41
"Limbic_R_t_1","Insula_L_t_1",0.06
"Limbic_R_t_1","Insula_R_t_1",0.16
"Limbic_R_t_1","Limbic_L_t_1",0.31
"Limbic_R_t_1","Limbic_R_t_0",1
"Limbic_R_t_1","Motor_L_t_0",0.01
"Limbic_R_t_1","Motor_L_t_1",0.01
"Limbic_R_t_1","Motor_R_t_1",0.2
"Limbic_R_t_1","Occipital_L_t_1",0.27
"Limbic_R_t_1","Occipital_R_t_1",0.35
"Limbic_R_t_1","Parietal_L_t_1",0.11
"Limbic_R_t_1","Parietal_R_t_1",0.27
"Limbic_R_t_1","Temporal_L_t_1",0.2
"Limbic_R_t_1","Temporal_R_t_0",0.02
"Limbic_R_t_1","Temporal_R_t_1",0.21
"Limbic_R_t_1","Thalamus_L_t_0",0.01
"Limbic_R_t_1","Thalamus_L_t_1",0.24
"Limbic_R_t_1","Thalamus_R_t_1",0.62
"Limbic_R_t_1","Vermis_t_0",0.01
"Limbic_R_t_1","Vermis_t_1",0.5
"Motor_L_t_0","BasalGanglia_L_t_0",0.65
"Motor_L_t_0","BasalGanglia_R_t_0",0.78
"Motor_L_t_0","Cerebellum_L_t_0",0.82
"Motor_L_t_0","Cerebellum_R_t_0",0.77
"Motor_L_t_0","Cingulate_L_t_0",0.75
"Motor_L_t_0","Cingulate_R_t_0",0.58
"Motor_L_t_0","DVARS_t_0",0.03
"Motor_L_t_0","Frontal_L_t_0",0.65
"Motor_L_t_0","Frontal_Orb_L_t_0",0.68
"Motor_L_t_0","Frontal_Orb_R_t_0",0.82
"Motor_L_t_0","Frontal_R_t_0",0.71
"Motor_L_t_0","Insula_L_t_0",0.73
"Motor_L_t_0","Insula_R_t_0",0.74
"Motor_L_t_0","Limbic_L_t_0",0.9
"Motor_L_t_0","Limbic_R_t_0",0.8
"Motor_L_t_0","Motor_R_t_0",1
"Motor_L_t_0","Occipital_L_t_0",0.83
"Motor_L_t_0","Occipital_R_t_0",0.85
"Motor_L_t_0","Parietal_L_t_0",0.98
"Motor_L_t_0","Parietal_R_t_0",0.8
"Motor_L_t_0","Temporal_L_t_0",0.67
"Motor_L_t_0","Temporal_R_t_0",0.66
"Motor_L_t_0","Thalamus_L_t_0",0.69
"Motor_L_t_0","Thalamus_R_t_0",0.64
"Motor_L_t_0","Vermis_t_0",0.82
"Motor_L_t_1","BasalGanglia_L_t_0",0.04
"Motor_L_t_1","BasalGanglia_L_t_1",0.65
"Motor_L_t_1","BasalGanglia_R_t_0",0.02
"Motor_L_t_1","BasalGanglia_R_t_1",0.78
"Motor_L_t_1","Cerebellum_L_t_1",0.82
"Motor_L_t_1","Cerebellum_R_t_1",0.77
"Motor_L_t_1","Cingulate_L_t_0",0.02
"Motor_L_t_1","Cingulate_L_t_1",0.75
"Motor_L_t_1","Cingulate_R_t_0",0.02
"Motor_L_t_1","Cingulate_R_t_1",0.58
"Motor_L_t_1","DVARS_t_1",0.03
"Motor_L_t_1","Frontal_L_t_0",0.04
"Motor_L_t_1","Frontal_L_t_1",0.65
"Motor_L_t_1","Frontal_Orb_L_t_0",0.04
"Motor_L_t_1","Frontal_Orb_L_t_1",0.68
"Motor_L_t_1","Frontal_Orb_R_t_1",0.82
"Motor_L_t_1","Frontal_R_t_0",0.02
"Motor_L_t_1","Frontal_R_t_1",0.71
"Motor_L_t_1","Insula_L_t_0",0.03
"Motor_L_t_1","Insula_L_t_1",0.73
"Motor_L_t_1","Insula_R_t_0",0.01
"Motor_L_t_1","Insula_R_t_1",0.74
"Motor_L_t_1","Limbic_L_t_0",0.01
"Motor_L_t_1","Limbic_L_t_1",0.9
"Motor_L_t_1","Limbic_R_t_0",0.01
"Motor_L_t_1","Limbic_R_t_1",0.8
"Motor_L_t_1","Motor_L_t_0",0.42
"Motor_L_t_1","Motor_R_t_0",0.03
"Motor_L_t_1","Motor_R_t_1",1
"Motor_L_t_1","Occipital_L_t_0",0.03
"Motor_L_t_1","Occipital_L_t_1",0.83
"Motor_L_t_1","Occipital_R_t_0",0.03
"Motor_L_t_1","Occipital_R_t_1",0.85
"Motor_L_t_1","Parietal_L_t_0",0.05
"Motor_L_t_1","Parietal_L_t_1",0.98
"Motor_L_t_1","Parietal_R_t_0",0.05
"Motor_L_t_1","Parietal_R_t_1",0.8
"Motor_L_t_1","Temporal_L_t_0",0.01
"Motor_L_t_1","Temporal_L_t_1",0.67
"Motor_L_t_1","Temporal_R_t_0",0.02
"Motor_L_t_1","Temporal_R_t_1",0.66
"Motor_L_t_1","Thalamus_L_t_0",0.01
"Motor_L_t_1","Thalamus_L_t_1",0.69
"Motor_L_t_1","Thalamus_R_t_0",0.03
"Motor_L_t_1","Thalamus_R_t_1",0.64
"Motor_L_t_1","Vermis_t_0",0.01
"Motor_L_t_1","Vermis_t_1",0.82
"Motor_R_t_0","BasalGanglia_L_t_0",0.55
"Motor_R_t_0","BasalGanglia_R_t_0",0.69
"Motor_R_t_0","Cerebellum_L_t_0",0.6
"Motor_R_t_0","Cerebellum_R_t_0",0.58
"Motor_R_t_0","Cingulate_L_t_0",0.15
"Motor_R_t_0","Cingulate_R_t_0",0.23
"Motor_R_t_0","DVARS_t_0",0.03
"Motor_R_t_0","Frontal_L_t_0",0.34
"Motor_R_t_0","Frontal_Orb_L_t_0",0.43
"Motor_R_t_0","Frontal_Orb_R_t_0",0.56
"Motor_R_t_0","Frontal_R_t_0",0.57
"Motor_R_t_0","Insula_L_t_0",0.41
"Motor_R_t_0","Insula_R_t_0",0.57
"Motor_R_t_0","Limbic_L_t_0",0.65
"Motor_R_t_0","Limbic_R_t_0",0.76
"Motor_R_t_0","Occipital_L_t_0",0.43
"Motor_R_t_0","Occipital_R_t_0",0.61
"Motor_R_t_0","Parietal_L_t_0",0.19
"Motor_R_t_0","Parietal_R_t_0",0.65
"Motor_R_t_0","Temporal_L_t_0",0.55
"Motor_R_t_0","Temporal_R_t_0",0.55
"Motor_R_t_0","Thalamus_L_t_0",0.4
"Motor_R_t_0","Thalamus_R_t_0",0.48
"Motor_R_t_0","Vermis_t_0",0.71
"Motor_R_t_1","BasalGanglia_L_t_0",0.04
"Motor_R_t_1","BasalGanglia_L_t_1",0.55
"Motor_R_t_1","BasalGanglia_R_t_0",0.03
"Motor_R_t_1","BasalGanglia_R_t_1",0.69
"Motor_R_t_1","Cerebellum_L_t_1",0.6
"Motor_R_t_1","Cerebellum_R_t_1",0.58
"Motor_R_t_1","Cingulate_L_t_0",0.03
"Motor_R_t_1","Cingulate_L_t_1",0.15
"Motor_R_t_1","Cingulate_R_t_0",0.02
"Motor_R_t_1","Cingulate_R_t_1",0.23
"Motor_R_t_1","DVARS_t_1",0.03
"Motor_R_t_1","Frontal_L_t_0",0.03
"Motor_R_t_1","Frontal_L_t_1",0.34
"Motor_R_t_1","Frontal_Orb_L_t_0",0.07
"Motor_R_t_1","Frontal_Orb_L_t_1",0.43
"Motor_R_t_1","Frontal_Orb_R_t_0",0.04
"Motor_R_t_1","Frontal_Orb_R_t_1",0.56
"Motor_R_t_1","Frontal_R_t_0",0.06
"Motor_R_t_1","Frontal_R_t_1",0.57
"Motor_R_t_1","Insula_L_t_0",0.01
"Motor_R_t_1","Insula_L_t_1",0.41
"Motor_R_t_1","Insula_R_t_0",0.04
"Motor_R_t_1","Insula_R_t_1",0.57
"Motor_R_t_1","Limbic_L_t_1",0.65
"Motor_R_t_1","Limbic_R_t_1",0.76
"Motor_R_t_1","Motor_L_t_0",0.29
"Motor_R_t_1","Motor_R_t_0",0.83
"Motor_R_t_1","Occipital_L_t_0",0.04
"Motor_R_t_1","Occipital_L_t_1",0.43
"Motor_R_t_1","Occipital_R_t_0",0.02
"Motor_R_t_1","Occipital_R_t_1",0.61
"Motor_R_t_1","Parietal_L_t_0",0.05
"Motor_R_t_1","Parietal_L_t_1",0.19
"Motor_R_t_1","Parietal_R_t_0",0.03
"Motor_R_t_1","Parietal_R_t_1",0.65
"Motor_R_t_1","Temporal_L_t_0",0.01
"Motor_R_t_1","Temporal_L_t_1",0.55
"Motor_R_t_1","Temporal_R_t_0",0.01
"Motor_R_t_1","Temporal_R_t_1",0.55
"Motor_R_t_1","Thalamus_L_t_0",0.03
"Motor_R_t_1","Thalamus_L_t_1",0.4
"Motor_R_t_1","Thalamus_R_t_0",0.01
"Motor_R_t_1","Thalamus_R_t_1",0.48
"Motor_R_t_1","Vermis_t_1",0.71
"Occipital_L_t_0","BasalGanglia_L_t_0",0.43
"Occipital_L_t_0","BasalGanglia_R_t_0",0.54
"Occipital_L_t_0","Cerebellum_L_t_0",0.66
"Occipital_L_t_0","Cerebellum_R_t_0",0.64
"Occipital_L_t_0","Cingulate_L_t_0",0.18
"Occipital_L_t_0","Cingulate_R_t_0",0.2
"Occipital_L_t_0","DVARS_t_0",0.04
"Occipital_L_t_0","Frontal_L_t_0",0.25
"Occipital_L_t_0","Frontal_Orb_L_t_0",0.34
"Occipital_L_t_0","Frontal_Orb_R_t_0",0.51
"Occipital_L_t_0","Frontal_R_t_0",0.44
"Occipital_L_t_0","Insula_L_t_0",0.24
"Occipital_L_t_0","Insula_R_t_0",0.27
"Occipital_L_t_0","Limbic_L_t_0",0.45
"Occipital_L_t_0","Limbic_R_t_0",0.53
"Occipital_L_t_0","Motor_L_t_0",0.02
"Occipital_L_t_0","Motor_R_t_0",0.46
"Occipital_L_t_0","Occipital_R_t_0",0.99
"Occipital_L_t_0","Parietal_L_t_0",0.06
"Occipital_L_t_0","Parietal_R_t_0",0.49
"Occipital_L_t_0","Temporal_L_t_0",0.4
"Occipital_L_t_0","Temporal_R_t_0",0.43
"Occipital_L_t_0","Thalamus_L_t_0",0.37
"Occipital_L_t_0","Thalamus_R_t_0",0.34
"Occipital_L_t_0","Vermis_t_0",0.62
"Occipital_L_t_1","BasalGanglia_L_t_0",0.03
"Occipital_L_t_1","BasalGanglia_L_t_1",0.43
"Occipital_L_t_1","BasalGanglia_R_t_0",0.05
"Occipital_L_t_1","BasalGanglia_R_t_1",0.54
"Occipital_L_t_1","Cerebellum_L_t_0",0.01
"Occipital_L_t_1","Cerebellum_L_t_1",0.66
"Occipital_L_t_1","Cerebellum_R_t_0",0.04
"Occipital_L_t_1","Cerebellum_R_t_1",0.64
"Occipital_L_t_1","Cingulate_L_t_0",0.01
"Occipital_L_t_1","Cingulate_L_t_1",0.18
"Occipital_L_t_1","Cingulate_R_t_0",0.02
"Occipital_L_t_1","Cingulate_R_t_1",0.2
"Occipital_L_t_1","DVARS_t_0",0.01
"Occipital_L_t_1","DVARS_t_1",0.04
"Occipital_L_t_1","Frontal_L_t_0",0.01
"Occipital_L_t_1","Frontal_L_t_1",0.25
"Occipital_L_t_1","Frontal_Orb_L_t_0",0.03
"Occipital_L_t_1","Frontal_Orb_L_t_1",0.34
"Occipital_L_t_1","Frontal_Orb_R_t_0",0.04
"Occipital_L_t_1","Frontal_Orb_R_t_1",0.51
"Occipital_L_t_1","Frontal_R_t_0",0.04
"Occipital_L_t_1","Frontal_R_t_1",0.44
"Occipital_L_t_1","Insula_L_t_0",0.04
"Occipital_L_t_1","Insula_L_t_1",0.24
"Occipital_L_t_1","Insula_R_t_0",0.06
"Occipital_L_t_1","Insula_R_t_1",0.27
"Occipital_L_t_1","Limbic_L_t_0",0.01
"Occipital_L_t_1","Limbic_L_t_1",0.45
"Occipital_L_t_1","Limbic_R_t_1",0.53
"Occipital_L_t_1","Motor_L_t_0",0.03
"Occipital_L_t_1","Motor_L_t_1",0.02
"Occipital_L_t_1","Motor_R_t_0",0.03
"Occipital_L_t_1","Motor_R_t_1",0.46
"Occipital_L_t_1","Occipital_L_t_0",0.51
"Occipital_L_t_1","Occipital_R_t_0",0.01
"Occipital_L_t_1","Occipital_R_t_1",0.99
"Occipital_L_t_1","Parietal_L_t_1",0.06
"Occipital_L_t_1","Parietal_R_t_0",0.03
"Occipital_L_t_1","Parietal_R_t_1",0.49
"Occipital_L_t_1","Temporal_L_t_0",0.01
"Occipital_L_t_1","Temporal_L_t_1",0.4
"Occipital_L_t_1","Temporal_R_t_0",0.01
"Occipital_L_t_1","Temporal_R_t_1",0.43
"Occipital_L_t_1","Thalamus_L_t_0",0.01
"Occipital_L_t_1","Thalamus_L_t_1",0.37
"Occipital_L_t_1","Thalamus_R_t_0",0.01
"Occipital_L_t_1","Thalamus_R_t_1",0.34
"Occipital_L_t_1","Vermis_t_0",0.02
"Occipital_L_t_1","Vermis_t_1",0.62
"Occipital_R_t_0","BasalGanglia_L_t_0",0.34
"Occipital_R_t_0","BasalGanglia_R_t_0",0.43
"Occipital_R_t_0","Cerebellum_L_t_0",0.44
"Occipital_R_t_0","Cerebellum_R_t_0",0.59
"Occipital_R_t_0","Cingulate_L_t_0",0.1
"Occipital_R_t_0","Cingulate_R_t_0",0.22
"Occipital_R_t_0","DVARS_t_0",0.01
"Occipital_R_t_0","Frontal_L_t_0",0.19
"Occipital_R_t_0","Frontal_Orb_L_t_0",0.26
"Occipital_R_t_0","Frontal_Orb_R_t_0",0.39
"Occipital_R_t_0","Frontal_R_t_0",0.5
"Occipital_R_t_0","Insula_L_t_0",0.16
"Occipital_R_t_0","Insula_R_t_0",0.21
"Occipital_R_t_0","Limbic_L_t_0",0.4
"Occipital_R_t_0","Limbic_R_t_0",0.5
"Occipital_R_t_0","Motor_R_t_0",0.36
"Occipital_R_t_0","Occipital_L_t_0",0.01
"Occipital_R_t_0","Parietal_L_t_0",0.03
"Occipital_R_t_0","Parietal_R_t_0",0.39
"Occipital_R_t_0","Temporal_L_t_0",0.32
"Occipital_R_t_0","Temporal_R_t_0",0.5
"Occipital_R_t_0","Thalamus_L_t_0",0.31
"Occipital_R_t_0","Thalamus_R_t_0",0.38
"Occipital_R_t_0","Vermis_t_0",0.58
"Occipital_R_t_1","BasalGanglia_L_t_1",0.34
"Occipital_R_t_1","BasalGanglia_R_t_1",0.43
"Occipital_R_t_1","Cerebellum_L_t_1",0.44
"Occipital_R_t_1","Cerebellum_R_t_0",0.05
"Occipital_R_t_1","Cerebellum_R_t_1",0.59
"Occipital_R_t_1","Cingulate_L_t_0",0.01
"Occipital_R_t_1","Cingulate_L_t_1",0.1
"Occipital_R_t_1","Cingulate_R_t_0",0.02
"Occipital_R_t_1","Cingulate_R_t_1",0.22
"Occipital_R_t_1","DVARS_t_0",0.01
"Occipital_R_t_1","DVARS_t_1",0.01
"Occipital_R_t_1","Frontal_L_t_1",0.19
"Occipital_R_t_1","Frontal_Orb_L_t_1",0.26
"Occipital_R_t_1","Frontal_Orb_R_t_1",0.39
"Occipital_R_t_1","Frontal_R_t_1",0.5
"Occipital_R_t_1","Insula_L_t_0",0.01
"Occipital_R_t_1","Insula_L_t_1",0.16
"Occipital_R_t_1","Insula_R_t_0",0.02
"Occipital_R_t_1","Insula_R_t_1",0.21
"Occipital_R_t_1","Limbic_L_t_1",0.4
"Occipital_R_t_1","Limbic_R_t_1",0.5
"Occipital_R_t_1","Motor_R_t_1",0.36
"Occipital_R_t_1","Occipital_L_t_0",0.24
"Occipital_R_t_1","Occipital_L_t_1",0.01
"Occipital_R_t_1","Occipital_R_t_0",0.8
"Occipital_R_t_1","Parietal_L_t_1",0.03
"Occipital_R_t_1","Parietal_R_t_1",0.39
"Occipital_R_t_1","Temporal_L_t_1",0.32
"Occipital_R_t_1","Temporal_R_t_1",0.5
"Occipital_R_t_1","Thalamus_L_t_0",0.01
"Occipital_R_t_1","Thalamus_L_t_1",0.31
"Occipital_R_t_1","Thalamus_R_t_0",0.01
"Occipital_R_t_1","Thalamus_R_t_1",0.38
"Occipital_R_t_1","Vermis_t_0",0.01
"Occipital_R_t_1","Vermis_t_1",0.58
"Parietal_L_t_0","BasalGanglia_L_t_0",0.51
"Parietal_L_t_0","BasalGanglia_R_t_0",0.6
"Parietal_L_t_0","Cerebellum_L_t_0",0.78
"Parietal_L_t_0","Cerebellum_R_t_0",0.75
"Parietal_L_t_0","Cingulate_L_t_0",0.7
"Parietal_L_t_0","Cingulate_R_t_0",0.52
"Parietal_L_t_0","DVARS_t_0",0.02
"Parietal_L_t_0","Frontal_L_t_0",0.52
"Parietal_L_t_0","Frontal_Orb_L_t_0",0.6
"Parietal_L_t_0","Frontal_Orb_R_t_0",0.67
"Parietal_L_t_0","Frontal_R_t_0",0.77
"Parietal_L_t_0","Insula_L_t_0",0.51
"Parietal_L_t_0","Insula_R_t_0",0.55
"Parietal_L_t_0","Limbic_L_t_0",0.72
"Parietal_L_t_0","Limbic_R_t_0",0.75
"Parietal_L_t_0","Motor_L_t_0",0.02
"Parietal_L_t_0","Motor_R_t_0",0.52
"Parietal_L_t_0","Occipital_L_t_0",0.94
"Parietal_L_t_0","Occipital_R_t_0",0.96
"Parietal_L_t_0","Parietal_R_t_0",0.86
"Parietal_L_t_0","Temporal_L_t_0",0.78
"Parietal_L_t_0","Temporal_R_t_0",0.72
"Parietal_L_t_0","Thalamus_L_t_0",0.57
"Parietal_L_t_0","Thalamus_R_t_0",0.62
"Parietal_L_t_0","Vermis_t_0",0.67
"Parietal_L_t_1","BasalGanglia_L_t_0",0.03
"Parietal_L_t_1","BasalGanglia_L_t_1",0.51
"Parietal_L_t_1","BasalGanglia_R_t_0",0.01
"Parietal_L_t_1","BasalGanglia_R_t_1",0.6
"Parietal_L_t_1","Cerebellum_L_t_0",0.01
"Parietal_L_t_1","Cerebellum_L_t_1",0.78
"Parietal_L_t_1","Cerebellum_R_t_1",0.75
"Parietal_L_t_1","Cingulate_L_t_1",0.7
"Parietal_L_t_1","Cingulate_R_t_1",0.52
"Parietal_L_t_1","DVARS_t_0",0.02
"Parietal_L_t_1","DVARS_t_1",0.02
"Parietal_L_t_1","Frontal_L_t_1",0.52
"Parietal_L_t_1","Frontal_Orb_L_t_0",0.01
"Parietal_L_t_1","Frontal_Orb_L_t_1",0.6
"Parietal_L_t_1","Frontal_Orb_R_t_0",0.01
"Parietal_L_t_1","Frontal_Orb_R_t_1",0.67
"Parietal_L_t_1","Frontal_R_t_0",0.01
"Parietal_L_t_1","Frontal_R_t_1",0.77
"Parietal_L_t_1","Insula_L_t_0",0.01
"Parietal_L_t_1","Insula_L_t_1",0.51
"Parietal_L_t_1","Insula_R_t_0",0.02
"Parietal_L_t_1","Insula_R_t_1",0.55
"Parietal_L_t_1","Limbic_L_t_1",0.72
"Parietal_L_t_1","Limbic_R_t_1",0.75
"Parietal_L_t_1","Motor_L_t_0",0.02
"Parietal_L_t_1","Motor_L_t_1",0.02
"Parietal_L_t_1","Motor_R_t_0",0.04
"Parietal_L_t_1","Motor_R_t_1",0.52
"Parietal_L_t_1","Occipital_L_t_0",0.01
"Parietal_L_t_1","Occipital_L_t_1",0.94
"Parietal_L_t_1","Occipital_R_t_0",0.02
"Parietal_L_t_1","Occipital_R_t_1",0.96
"Parietal_L_t_1","Parietal_L_t_0",0.36
"Parietal_L_t_1","Parietal_R_t_0",0.17
"Parietal_L_t_1","Parietal_R_t_1",0.86
"Parietal_L_t_1","Temporal_L_t_0",0.02
"Parietal_L_t_1","Temporal_L_t_1",0.78
"Parietal_L_t_1","Temporal_R_t_0",0.02
"Parietal_L_t_1","Temporal_R_t_1",0.72
"Parietal_L_t_1","Thalamus_L_t_0",0.01
"Parietal_L_t_1","Thalamus_L_t_1",0.57
"Parietal_L_t_1","Thalamus_R_t_0",0.03
"Parietal_L_t_1","Thalamus_R_t_1",0.62
"Parietal_L_t_1","Vermis_t_0",0.01
"Parietal_L_t_1","Vermis_t_1",0.67
"Parietal_R_t_0","BasalGanglia_L_t_0",0.51
"Parietal_R_t_0","BasalGanglia_R_t_0",0.57
"Parietal_R_t_0","Cerebellum_L_t_0",0.44
"Parietal_R_t_0","Cerebellum_R_t_0",0.49
"Parietal_R_t_0","Cingulate_L_t_0",0.18
"Parietal_R_t_0","Cingulate_R_t_0",0.21
"Parietal_R_t_0","DVARS_t_0",0.01
"Parietal_R_t_0","Frontal_L_t_0",0.29
"Parietal_R_t_0","Frontal_Orb_L_t_0",0.3
"Parietal_R_t_0","Frontal_Orb_R_t_0",0.63
"Parietal_R_t_0","Frontal_R_t_0",0.7
"Parietal_R_t_0","Insula_L_t_0",0.28
"Parietal_R_t_0","Insula_R_t_0",0.32
"Parietal_R_t_0","Limbic_L_t_0",0.61
"Parietal_R_t_0","Limbic_R_t_0",0.63
"Parietal_R_t_0","Motor_R_t_0",0.32
"Parietal_R_t_0","Occipital_L_t_0",0.26
"Parietal_R_t_0","Occipital_R_t_0",0.57
"Parietal_R_t_0","Parietal_L_t_0",0.14
"Parietal_R_t_0","Temporal_L_t_0",0.41
"Parietal_R_t_0","Temporal_R_t_0",0.46
"Parietal_R_t_0","Thalamus_L_t_0",0.33
"Parietal_R_t_0","Thalamus_R_t_0",0.52
"Parietal_R_t_0","Vermis_t_0",0.64
"Parietal_R_t_1","BasalGanglia_L_t_0",0.05
"Parietal_R_t_1","BasalGanglia_L_t_1",0.51
"Parietal_R_t_1","BasalGanglia_R_t_0",0.04
"Parietal_R_t_1","BasalGanglia_R_t_1",0.57
"Parietal_R_t_1","Cerebellum_L_t_0",0.04
"Parietal_R_t_1","Cerebellum_L_t_1",0.44
"Parietal_R_t_1","Cerebellum_R_t_0",0.01
"Parietal_R_t_1","Cerebellum_R_t_1",0.49
"Parietal_R_t_1","Cingulate_L_t_0",0.13
"Parietal_R_t_1","Cingulate_L_t_1",0.18
"Parietal_R_t_1","Cingulate_R_t_0",0.14
"Parietal_R_t_1","Cingulate_R_t_1",0.21
"Parietal_R_t_1","DVARS_t_1",0.01
"Parietal_R_t_1","Frontal_L_t_0",0.01
"Parietal_R_t_1","Frontal_L_t_1",0.29
"Parietal_R_t_1","Frontal_Orb_L_t_0",0.04
"Parietal_R_t_1","Frontal_Orb_L_t_1",0.3
"Parietal_R_t_1","Frontal_Orb_R_t_0",0.04
"Parietal_R_t_1","Frontal_Orb_R_t_1",0.63
"Parietal_R_t_1","Frontal_R_t_0",0.08
"Parietal_R_t_1","Frontal_R_t_1",0.7
"Parietal_R_t_1","Insula_L_t_0",0.04
"Parietal_R_t_1","Insula_L_t_1",0.28
"Parietal_R_t_1","Insula_R_t_0",0.16
"Parietal_R_t_1","Insula_R_t_1",0.32
"Parietal_R_t_1","Limbic_L_t_0",0.02
"Parietal_R_t_1","Limbic_L_t_1",0.61
"Parietal_R_t_1","Limbic_R_t_0",0.03
"Parietal_R_t_1","Limbic_R_t_1",0.63
"Parietal_R_t_1","Motor_L_t_0",0.21
"Parietal_R_t_1","Motor_R_t_0",0.19
"Parietal_R_t_1","Motor_R_t_1",0.32
"Parietal_R_t_1","Occipital_L_t_0",0.18
"Parietal_R_t_1","Occipital_L_t_1",0.26
"Parietal_R_t_1","Occipital_R_t_0",0.13
"Parietal_R_t_1","Occipital_R_t_1",0.57
"Parietal_R_t_1","Parietal_L_t_0",0.48
"Parietal_R_t_1","Parietal_L_t_1",0.14
"Parietal_R_t_1","Parietal_R_t_0",0.97
"Parietal_R_t_1","Temporal_L_t_0",0.07
"Parietal_R_t_1","Temporal_L_t_1",0.41
"Parietal_R_t_1","Temporal_R_t_0",0.13
"Parietal_R_t_1","Temporal_R_t_1",0.46
"Parietal_R_t_1","Thalamus_L_t_0",0.04
"Parietal_R_t_1","Thalamus_L_t_1",0.33
